24.3851 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027994924F40>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027994924FA0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027994927F40>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000279DE81E530>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
180.4032 	EXP 	es_gradcpt_slider: markerPos = None
180.4032 	EXP 	low_anchor_gradcpt: height = 0.05
180.4032 	EXP 	low_anchor_gradcpt: height = 0.05
180.4032 	EXP 	low_anchor_gradcpt: height = 0.05
180.4032 	EXP 	low_anchor_gradcpt: text = 'on-task'
180.4032 	EXP 	high_anchor_gradcpt: height = 0.05
180.4032 	EXP 	high_anchor_gradcpt: height = 0.05
180.4032 	EXP 	high_anchor_gradcpt: height = 0.05
180.4032 	EXP 	high_anchor_gradcpt: text = 'off-task'
180.4032 	EXP 	es_text_component_gradcpt: autoDraw = True
180.4032 	EXP 	es_gradcpt_slider: autoDraw = True
180.4032 	EXP 	low_anchor_gradcpt: autoDraw = True
180.4032 	EXP 	high_anchor_gradcpt: autoDraw = True
181.6168 	DATA 	Mouse: Left button down, pos=(998,551)
181.6323 	EXP 	es_gradcpt_slider: markerPos = 0.5351851851851852
181.6492 	EXP 	es_gradcpt_slider: markerPos = 0.5351851851851852
181.6656 	EXP 	es_gradcpt_slider: markerPos = 0.5351851851851852
181.6825 	EXP 	es_gradcpt_slider: markerPos = 0.5351851851851852
181.6990 	EXP 	es_gradcpt_slider: markerPos = 0.5351851851851852
181.7001 	DATA 	Mouse:  Left button up, pos=(998,551)
181.7159 	EXP 	es_gradcpt_slider: markerPos = 0.5351851851851852
181.7327 	EXP 	enter_advance_gradcpt: autoDraw = True
182.1504 	EXP 	window1: mouseVisible = False
182.1513 	DATA 	Keypress: return
182.1654 	EXP 	es_text_component_gradcpt: autoDraw = False
182.1654 	EXP 	es_gradcpt_slider: autoDraw = False
182.1654 	EXP 	low_anchor_gradcpt: autoDraw = False
182.1654 	EXP 	high_anchor_gradcpt: autoDraw = False
182.1654 	EXP 	enter_advance_gradcpt: autoDraw = False
182.1654 	EXP 	es_gradcpt_isi_text: autoDraw = True
182.6500 	EXP 	New trial (rep=5, index=0): <Trial 5 (0 in rep 5) data={'thisN': 5, 'thisTrialN': 0, 'thisRepN': 5}>
182.6504 	EXP 	window1: mouseVisible = True
182.6688 	EXP 	es_gradcpt_isi_text: autoDraw = False
182.6688 	EXP 	es_gradcpt_isi_text: autoDraw = False
182.6688 	EXP 	es_text_component_gradcpt: height = 0.05
182.6688 	EXP 	es_text_component_gradcpt: height = 0.05
182.6688 	EXP 	es_text_component_gradcpt: height = 0.05
182.6688 	EXP 	es_text_component_gradcpt: text = 'How confident are you about your ratings for this trial?'
182.6688 	EXP 	es_gradcpt_slider: markerPos = None
182.6688 	EXP 	es_gradcpt_slider: markerPos = None
182.6688 	EXP 	low_anchor_gradcpt: height = 0.05
182.6688 	EXP 	low_anchor_gradcpt: height = 0.05
182.6688 	EXP 	low_anchor_gradcpt: height = 0.05
182.6688 	EXP 	low_anchor_gradcpt: text = 'completely\nunconfident'
182.6688 	EXP 	high_anchor_gradcpt: height = 0.05
182.6688 	EXP 	high_anchor_gradcpt: height = 0.05
182.6688 	EXP 	high_anchor_gradcpt: height = 0.05
182.6688 	EXP 	high_anchor_gradcpt: text = 'completely\nconfident'
182.6688 	EXP 	es_text_component_gradcpt: autoDraw = True
182.6688 	EXP 	es_gradcpt_slider: autoDraw = True
182.6688 	EXP 	low_anchor_gradcpt: autoDraw = True
182.6688 	EXP 	high_anchor_gradcpt: autoDraw = True
184.2176 	DATA 	Mouse: Left button down, pos=(1109,528)
184.2336 	EXP 	es_gradcpt_slider: markerPos = 0.637962962962963
184.2500 	EXP 	es_gradcpt_slider: markerPos = 0.637962962962963
184.2665 	EXP 	es_gradcpt_slider: markerPos = 0.637962962962963
184.2832 	EXP 	es_gradcpt_slider: markerPos = 0.637962962962963
184.2843 	DATA 	Mouse:  Left button up, pos=(1109,528)
184.2999 	EXP 	es_gradcpt_slider: markerPos = 0.637962962962963
184.3165 	EXP 	enter_advance_gradcpt: autoDraw = True
184.7515 	EXP 	window1: mouseVisible = False
184.7524 	DATA 	Keypress: return
184.7667 	EXP 	es_text_component_gradcpt: autoDraw = False
184.7667 	EXP 	es_gradcpt_slider: autoDraw = False
184.7667 	EXP 	low_anchor_gradcpt: autoDraw = False
184.7667 	EXP 	high_anchor_gradcpt: autoDraw = False
184.7667 	EXP 	enter_advance_gradcpt: autoDraw = False
184.7667 	EXP 	es_gradcpt_isi_text: autoDraw = True
185.2690 	EXP 	es_gradcpt_isi_text: autoDraw = False
185.2690 	EXP 	es_gradcpt_isi_text: autoDraw = False
185.2690 	EXP 	prepare_text: autoDraw = True
190.2522 	EXP 	New trial (rep=1, index=0): <Trial 1 (0 in rep 1) data={'thisN': 1, 'thisTrialN': 0, 'thisRepN': 1}>
190.2707 	EXP 	prepare_text: autoDraw = False
190.2707 	EXP 	gradcpt_image: autoDraw = True
190.9231 	DATA 	Keypress: j
191.5715 	DATA 	Keypress: j
192.3552 	DATA 	Keypress: j
193.0217 	DATA 	Keypress: j
193.8387 	DATA 	Keypress: j
194.6056 	DATA 	Keypress: j
195.3891 	DATA 	Keypress: j
196.2228 	DATA 	Keypress: j
196.9897 	DATA 	Keypress: j
197.8066 	DATA 	Keypress: j
198.5901 	DATA 	Keypress: j
199.6404 	DATA 	Keypress: j
200.2742 	DATA 	Keypress: j
201.2243 	DATA 	Keypress: j
202.0746 	DATA 	Keypress: j
202.8415 	DATA 	Keypress: j
203.6749 	DATA 	Keypress: j
204.4585 	DATA 	Keypress: j
205.3087 	DATA 	Keypress: j
206.0091 	DATA 	Keypress: j
206.7592 	DATA 	Keypress: j
207.5594 	DATA 	Keypress: j
208.4766 	DATA 	Keypress: j
209.3267 	DATA 	Keypress: j
210.1268 	DATA 	Keypress: j
210.9608 	DATA 	Keypress: j
211.6608 	DATA 	Keypress: j
212.4108 	DATA 	Keypress: j
212.6959 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
212.6962 	EXP 	window1: mouseVisible = True
212.7141 	EXP 	gradcpt_image: autoDraw = False
212.7141 	EXP 	es_text_component_gradcpt: height = 0.05
212.7141 	EXP 	es_text_component_gradcpt: height = 0.05
212.7141 	EXP 	es_text_component_gradcpt: height = 0.05
212.7141 	EXP 	es_text_component_gradcpt: text = 'How positive or negative were you feeling?'
212.7141 	EXP 	es_gradcpt_slider: markerPos = None
212.7141 	EXP 	es_gradcpt_slider: markerPos = None
212.7141 	EXP 	low_anchor_gradcpt: height = 0.05
212.7141 	EXP 	low_anchor_gradcpt: height = 0.05
212.7141 	EXP 	low_anchor_gradcpt: height = 0.05
212.7141 	EXP 	low_anchor_gradcpt: text = 'completely\nnegative'
212.7141 	EXP 	high_anchor_gradcpt: height = 0.05
212.7141 	EXP 	high_anchor_gradcpt: height = 0.05
212.7141 	EXP 	high_anchor_gradcpt: height = 0.05
212.7141 	EXP 	high_anchor_gradcpt: text = 'completely\npositive'
212.7141 	EXP 	es_text_component_gradcpt: autoDraw = True
212.7141 	EXP 	es_gradcpt_slider: autoDraw = True
212.7141 	EXP 	low_anchor_gradcpt: autoDraw = True
212.7141 	EXP 	high_anchor_gradcpt: autoDraw = True
214.7604 	DATA 	Mouse: Left button down, pos=(1003,535)
214.7759 	EXP 	es_gradcpt_slider: markerPos = 0.5398148148148149
214.7927 	EXP 	es_gradcpt_slider: markerPos = 0.5398148148148149
214.8095 	EXP 	es_gradcpt_slider: markerPos = 0.5398148148148149
214.8259 	EXP 	es_gradcpt_slider: markerPos = 0.5398148148148149
214.8424 	EXP 	es_gradcpt_slider: markerPos = 0.5398148148148149
214.8435 	DATA 	Mouse:  Left button up, pos=(1003,535)
214.8593 	EXP 	es_gradcpt_slider: markerPos = 0.5398148148148149
214.8759 	EXP 	enter_advance_gradcpt: autoDraw = True
215.3944 	EXP 	window1: mouseVisible = False
215.3953 	DATA 	Keypress: return
215.4095 	EXP 	es_text_component_gradcpt: autoDraw = False
215.4095 	EXP 	es_gradcpt_slider: autoDraw = False
215.4095 	EXP 	low_anchor_gradcpt: autoDraw = False
215.4095 	EXP 	high_anchor_gradcpt: autoDraw = False
215.4095 	EXP 	enter_advance_gradcpt: autoDraw = False
215.4095 	EXP 	es_gradcpt_isi_text: autoDraw = True
215.8935 	EXP 	New trial (rep=1, index=0): <Trial 1 (0 in rep 1) data={'thisN': 1, 'thisTrialN': 0, 'thisRepN': 1}>
215.8938 	EXP 	window1: mouseVisible = True
215.9124 	EXP 	es_gradcpt_isi_text: autoDraw = False
215.9124 	EXP 	es_gradcpt_isi_text: autoDraw = False
215.9124 	EXP 	es_text_component_gradcpt: height = 0.05
215.9124 	EXP 	es_text_component_gradcpt: height = 0.05
215.9124 	EXP 	es_text_component_gradcpt: height = 0.05
215.9124 	EXP 	es_text_component_gradcpt: text = 'Were your thoughts freely moving?'
215.9124 	EXP 	es_gradcpt_slider: markerPos = None
215.9124 	EXP 	es_gradcpt_slider: markerPos = None
215.9124 	EXP 	low_anchor_gradcpt: height = 0.05
215.9124 	EXP 	low_anchor_gradcpt: height = 0.05
215.9124 	EXP 	low_anchor_gradcpt: height = 0.05
215.9124 	EXP 	low_anchor_gradcpt: text = 'unmoving'
215.9124 	EXP 	high_anchor_gradcpt: height = 0.05
215.9124 	EXP 	high_anchor_gradcpt: height = 0.05
215.9124 	EXP 	high_anchor_gradcpt: height = 0.05
215.9124 	EXP 	high_anchor_gradcpt: text = 'moving freely'
215.9124 	EXP 	es_text_component_gradcpt: autoDraw = True
215.9124 	EXP 	es_gradcpt_slider: autoDraw = True
215.9124 	EXP 	low_anchor_gradcpt: autoDraw = True
215.9124 	EXP 	high_anchor_gradcpt: autoDraw = True
217.3283 	DATA 	Mouse: Left button down, pos=(1011,541)
217.3432 	EXP 	es_gradcpt_slider: markerPos = 0.5472222222222223
217.3599 	EXP 	es_gradcpt_slider: markerPos = 0.5472222222222223
217.3767 	EXP 	es_gradcpt_slider: markerPos = 0.5472222222222223
217.3932 	EXP 	es_gradcpt_slider: markerPos = 0.5472222222222223
217.4100 	EXP 	es_gradcpt_slider: markerPos = 0.5472222222222223
217.4112 	DATA 	Mouse:  Left button up, pos=(1011,541)
217.4269 	EXP 	es_gradcpt_slider: markerPos = 0.5472222222222223
217.4436 	EXP 	enter_advance_gradcpt: autoDraw = True
217.5282 	EXP 	window1: mouseVisible = False
217.5292 	DATA 	Keypress: return
217.5434 	EXP 	es_text_component_gradcpt: autoDraw = False
217.5434 	EXP 	es_gradcpt_slider: autoDraw = False
217.5434 	EXP 	low_anchor_gradcpt: autoDraw = False
217.5434 	EXP 	high_anchor_gradcpt: autoDraw = False
217.5434 	EXP 	enter_advance_gradcpt: autoDraw = False
217.5434 	EXP 	es_gradcpt_isi_text: autoDraw = True
218.0275 	EXP 	New trial (rep=2, index=0): <Trial 2 (0 in rep 2) data={'thisN': 2, 'thisTrialN': 0, 'thisRepN': 2}>
218.0278 	EXP 	window1: mouseVisible = True
218.0467 	EXP 	es_gradcpt_isi_text: autoDraw = False
218.0467 	EXP 	es_gradcpt_isi_text: autoDraw = False
218.0467 	EXP 	es_text_component_gradcpt: height = 0.05
218.0467 	EXP 	es_text_component_gradcpt: height = 0.05
218.0467 	EXP 	es_text_component_gradcpt: height = 0.05
218.0467 	EXP 	es_text_component_gradcpt: text = 'How intentional were your thoughts?'
218.0467 	EXP 	es_gradcpt_slider: markerPos = None
218.0467 	EXP 	es_gradcpt_slider: markerPos = None
218.0467 	EXP 	low_anchor_gradcpt: height = 0.05
218.0467 	EXP 	low_anchor_gradcpt: height = 0.05
218.0467 	EXP 	low_anchor_gradcpt: height = 0.05
218.0467 	EXP 	low_anchor_gradcpt: text = 'completely\nunintentional'
218.0467 	EXP 	high_anchor_gradcpt: height = 0.05
218.0467 	EXP 	high_anchor_gradcpt: height = 0.05
218.0467 	EXP 	high_anchor_gradcpt: height = 0.05
218.0467 	EXP 	high_anchor_gradcpt: text = 'completely\nintentional'
218.0467 	EXP 	es_text_component_gradcpt: autoDraw = True
218.0467 	EXP 	es_gradcpt_slider: autoDraw = True
218.0467 	EXP 	low_anchor_gradcpt: autoDraw = True
218.0467 	EXP 	high_anchor_gradcpt: autoDraw = True
218.7282 	DATA 	Mouse: Left button down, pos=(1045,547)
218.7438 	EXP 	es_gradcpt_slider: markerPos = 0.5787037037037037
218.7604 	EXP 	es_gradcpt_slider: markerPos = 0.5787037037037037
218.7769 	EXP 	es_gradcpt_slider: markerPos = 0.5787037037037037
218.7779 	DATA 	Mouse:  Left button up, pos=(1045,546)
218.7938 	EXP 	es_gradcpt_slider: markerPos = 0.5787037037037037
218.8104 	EXP 	enter_advance_gradcpt: autoDraw = True
218.8952 	EXP 	window1: mouseVisible = False
218.8961 	DATA 	Keypress: return
218.9108 	EXP 	es_text_component_gradcpt: autoDraw = False
218.9108 	EXP 	es_gradcpt_slider: autoDraw = False
218.9108 	EXP 	low_anchor_gradcpt: autoDraw = False
218.9108 	EXP 	high_anchor_gradcpt: autoDraw = False
218.9108 	EXP 	enter_advance_gradcpt: autoDraw = False
218.9108 	EXP 	es_gradcpt_isi_text: autoDraw = True
219.3947 	EXP 	New trial (rep=3, index=0): <Trial 3 (0 in rep 3) data={'thisN': 3, 'thisTrialN': 0, 'thisRepN': 3}>
219.3950 	EXP 	window1: mouseVisible = True
219.4135 	EXP 	es_gradcpt_isi_text: autoDraw = False
219.4135 	EXP 	es_gradcpt_isi_text: autoDraw = False
219.4135 	EXP 	es_text_component_gradcpt: height = 0.05
219.4135 	EXP 	es_text_component_gradcpt: height = 0.05
219.4135 	EXP 	es_text_component_gradcpt: height = 0.05
219.4135 	EXP 	es_text_component_gradcpt: text = 'How difficult was it to disengage from your thoughts?'
219.4135 	EXP 	es_gradcpt_slider: markerPos = None
219.4135 	EXP 	es_gradcpt_slider: markerPos = None
219.4135 	EXP 	low_anchor_gradcpt: height = 0.05
219.4135 	EXP 	low_anchor_gradcpt: height = 0.05
219.4135 	EXP 	low_anchor_gradcpt: height = 0.05
219.4135 	EXP 	low_anchor_gradcpt: text = 'extremely\neasy'
219.4135 	EXP 	high_anchor_gradcpt: height = 0.05
219.4135 	EXP 	high_anchor_gradcpt: height = 0.05
219.4135 	EXP 	high_anchor_gradcpt: height = 0.05
219.4135 	EXP 	high_anchor_gradcpt: text = 'extremely\ndifficult'
219.4135 	EXP 	es_text_component_gradcpt: autoDraw = True
219.4135 	EXP 	es_gradcpt_slider: autoDraw = True
219.4135 	EXP 	low_anchor_gradcpt: autoDraw = True
219.4135 	EXP 	high_anchor_gradcpt: autoDraw = True
220.0288 	DATA 	Mouse: Left button down, pos=(1128,532)
220.0443 	EXP 	es_gradcpt_slider: markerPos = 0.6555555555555556
220.0609 	EXP 	es_gradcpt_slider: markerPos = 0.6564814814814814
220.0776 	EXP 	es_gradcpt_slider: markerPos = 0.6564814814814814
220.0943 	EXP 	es_gradcpt_slider: markerPos = 0.6564814814814814
220.0953 	DATA 	Mouse:  Left button up, pos=(1129,532)
220.1108 	EXP 	es_gradcpt_slider: markerPos = 0.6564814814814814
220.1277 	EXP 	enter_advance_gradcpt: autoDraw = True
220.2457 	EXP 	window1: mouseVisible = False
220.2466 	DATA 	Keypress: return
220.2610 	EXP 	es_text_component_gradcpt: autoDraw = False
220.2610 	EXP 	es_gradcpt_slider: autoDraw = False
220.2610 	EXP 	low_anchor_gradcpt: autoDraw = False
220.2610 	EXP 	high_anchor_gradcpt: autoDraw = False
220.2610 	EXP 	enter_advance_gradcpt: autoDraw = False
220.2610 	EXP 	es_gradcpt_isi_text: autoDraw = True
220.7450 	EXP 	New trial (rep=4, index=0): <Trial 4 (0 in rep 4) data={'thisN': 4, 'thisTrialN': 0, 'thisRepN': 4}>
220.7453 	EXP 	window1: mouseVisible = True
220.7639 	EXP 	es_gradcpt_isi_text: autoDraw = False
220.7639 	EXP 	es_gradcpt_isi_text: autoDraw = False
220.7639 	EXP 	es_text_component_gradcpt: height = 0.05
220.7639 	EXP 	es_text_component_gradcpt: height = 0.05
220.7639 	EXP 	es_text_component_gradcpt: height = 0.05
220.7639 	EXP 	es_text_component_gradcpt: text = 'Where was your attention during the previous trial?'
220.7639 	EXP 	es_gradcpt_slider: markerPos = None
220.7639 	EXP 	es_gradcpt_slider: markerPos = None
220.7639 	EXP 	low_anchor_gradcpt: height = 0.05
220.7639 	EXP 	low_anchor_gradcpt: height = 0.05
220.7639 	EXP 	low_anchor_gradcpt: height = 0.05
220.7639 	EXP 	low_anchor_gradcpt: text = 'on-task'
220.7639 	EXP 	high_anchor_gradcpt: height = 0.05
220.7639 	EXP 	high_anchor_gradcpt: height = 0.05
220.7639 	EXP 	high_anchor_gradcpt: height = 0.05
220.7639 	EXP 	high_anchor_gradcpt: text = 'off-task'
220.7639 	EXP 	es_text_component_gradcpt: autoDraw = True
220.7639 	EXP 	es_gradcpt_slider: autoDraw = True
220.7639 	EXP 	low_anchor_gradcpt: autoDraw = True
220.7639 	EXP 	high_anchor_gradcpt: autoDraw = True
221.4625 	DATA 	Mouse: Left button down, pos=(1110,512)
221.4781 	EXP 	es_gradcpt_slider: markerPos = 0.6388888888888888
221.4946 	EXP 	es_gradcpt_slider: markerPos = 0.6388888888888888
221.5113 	EXP 	es_gradcpt_slider: markerPos = 0.637962962962963
221.5278 	EXP 	es_gradcpt_slider: markerPos = 0.6370370370370371
221.5446 	EXP 	es_gradcpt_slider: markerPos = 0.6370370370370371
221.5613 	EXP 	es_gradcpt_slider: markerPos = 0.6370370370370371
221.5779 	EXP 	es_gradcpt_slider: markerPos = 0.6370370370370371
221.5948 	EXP 	es_gradcpt_slider: markerPos = 0.6361111111111111
221.5959 	DATA 	Mouse:  Left button up, pos=(1107,512)
221.6114 	EXP 	es_gradcpt_slider: markerPos = 0.6361111111111111
221.6281 	EXP 	enter_advance_gradcpt: autoDraw = True
221.9472 	DATA 	Keypress: return
221.9629 	EXP 	window1: mouseVisible = False
221.9782 	EXP 	es_text_component_gradcpt: autoDraw = False
221.9782 	EXP 	es_gradcpt_slider: autoDraw = False
221.9782 	EXP 	low_anchor_gradcpt: autoDraw = False
221.9782 	EXP 	high_anchor_gradcpt: autoDraw = False
221.9782 	EXP 	enter_advance_gradcpt: autoDraw = False
221.9782 	EXP 	es_gradcpt_isi_text: autoDraw = True
222.4622 	EXP 	New trial (rep=5, index=0): <Trial 5 (0 in rep 5) data={'thisN': 5, 'thisTrialN': 0, 'thisRepN': 5}>
222.4626 	EXP 	window1: mouseVisible = True
222.4808 	EXP 	es_gradcpt_isi_text: autoDraw = False
222.4808 	EXP 	es_gradcpt_isi_text: autoDraw = False
222.4808 	EXP 	es_text_component_gradcpt: height = 0.05
222.4808 	EXP 	es_text_component_gradcpt: height = 0.05
222.4808 	EXP 	es_text_component_gradcpt: height = 0.05
222.4808 	EXP 	es_text_component_gradcpt: text = 'How confident are you about your ratings for this trial?'
222.4808 	EXP 	es_gradcpt_slider: markerPos = None
222.4808 	EXP 	es_gradcpt_slider: markerPos = None
222.4808 	EXP 	low_anchor_gradcpt: height = 0.05
222.4808 	EXP 	low_anchor_gradcpt: height = 0.05
222.4808 	EXP 	low_anchor_gradcpt: height = 0.05
222.4808 	EXP 	low_anchor_gradcpt: text = 'completely\nunconfident'
222.4808 	EXP 	high_anchor_gradcpt: height = 0.05
222.4808 	EXP 	high_anchor_gradcpt: height = 0.05
222.4808 	EXP 	high_anchor_gradcpt: height = 0.05
222.4808 	EXP 	high_anchor_gradcpt: text = 'completely\nconfident'
222.4808 	EXP 	es_text_component_gradcpt: autoDraw = True
222.4808 	EXP 	es_gradcpt_slider: autoDraw = True
222.4808 	EXP 	low_anchor_gradcpt: autoDraw = True
222.4808 	EXP 	high_anchor_gradcpt: autoDraw = True
223.1962 	DATA 	Mouse: Left button down, pos=(1080,547)
223.2121 	EXP 	es_gradcpt_slider: markerPos = 0.6111111111111112
223.2283 	EXP 	es_gradcpt_slider: markerPos = 0.6111111111111112
223.2452 	EXP 	es_gradcpt_slider: markerPos = 0.6111111111111112
223.2620 	EXP 	es_gradcpt_slider: markerPos = 0.6111111111111112
223.2786 	EXP 	es_gradcpt_slider: markerPos = 0.6111111111111112
223.2797 	DATA 	Mouse:  Left button up, pos=(1080,547)
223.2950 	EXP 	es_gradcpt_slider: markerPos = 0.6111111111111112
223.3118 	EXP 	enter_advance_gradcpt: autoDraw = True
223.4636 	EXP 	window1: mouseVisible = False
223.4645 	DATA 	Keypress: return
223.4783 	EXP 	es_text_component_gradcpt: autoDraw = False
223.4783 	EXP 	es_gradcpt_slider: autoDraw = False
223.4783 	EXP 	low_anchor_gradcpt: autoDraw = False
223.4783 	EXP 	high_anchor_gradcpt: autoDraw = False
223.4783 	EXP 	enter_advance_gradcpt: autoDraw = False
223.4783 	EXP 	es_gradcpt_isi_text: autoDraw = True
223.9995 	EXP 	es_gradcpt_isi_text: autoDraw = False
223.9995 	EXP 	es_gradcpt_isi_text: autoDraw = False
223.9995 	EXP 	prepare_text: autoDraw = False
223.9995 	EXP 	block_rest_text: autoDraw = True
262.1082 	EXP 	New trial (rep=1, index=0): <Trial 1 (0 in rep 1) data={'thisN': 1, 'thisTrialN': 0, 'thisRepN': 1}>
262.1092 	DATA 	Keypress: space
262.1236 	EXP 	block_rest_text: autoDraw = False
262.1236 	EXP 	black_start_text: text = 'Key for city scenes: j\n When you see a mountain scene, do not make a response.\n\nPress the space bar to begin.'
262.1236 	EXP 	black_start_text: autoDraw = True
263.7759 	DATA 	Keypress: j
264.8749 	DATA 	Keypress: space
264.8861 	EXP 	black_start_text: autoDraw = False
264.8861 	EXP 	prepare_block_text: autoDraw = True
269.8769 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
269.8951 	EXP 	prepare_block_text: autoDraw = False
269.8951 	EXP 	gradcpt_image: autoDraw = True
270.5787 	DATA 	Keypress: j
271.2290 	DATA 	Keypress: j
272.1129 	DATA 	Keypress: j
272.7458 	DATA 	Keypress: j
273.3795 	DATA 	Keypress: j
274.1298 	DATA 	Keypress: j
274.8468 	DATA 	Keypress: j
275.4468 	DATA 	Keypress: j
276.1305 	DATA 	Keypress: j
276.7305 	DATA 	Keypress: j
277.3810 	DATA 	Keypress: j
277.9472 	DATA 	Keypress: j
278.6143 	DATA 	Keypress: j
279.3813 	DATA 	Keypress: j
280.1148 	DATA 	Keypress: j
280.7983 	DATA 	Keypress: j
282.2823 	DATA 	Keypress: j
282.9824 	DATA 	Keypress: j
284.0827 	DATA 	Keypress: j
284.8495 	DATA 	Keypress: j
285.5832 	DATA 	Keypress: j
286.3668 	DATA 	Keypress: j
287.2171 	DATA 	Keypress: j
288.0507 	DATA 	Keypress: j
288.7676 	DATA 	Keypress: j
289.7176 	DATA 	Keypress: j
291.1683 	DATA 	Keypress: j
291.8352 	DATA 	Keypress: j
292.7024 	DATA 	Keypress: j
293.5190 	DATA 	Keypress: j
294.3693 	DATA 	Keypress: j
295.1192 	DATA 	Keypress: j
295.9867 	DATA 	Keypress: j
296.8032 	DATA 	Keypress: j
297.6701 	DATA 	Keypress: j
297.9105 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
297.9108 	EXP 	window1: mouseVisible = True
297.9284 	EXP 	gradcpt_image: autoDraw = False
297.9284 	EXP 	es_text_component_gradcpt: height = 0.05
297.9284 	EXP 	es_text_component_gradcpt: height = 0.05
297.9284 	EXP 	es_text_component_gradcpt: height = 0.05
297.9284 	EXP 	es_text_component_gradcpt: text = 'How positive or negative were you feeling?'
297.9284 	EXP 	es_gradcpt_slider: markerPos = None
297.9284 	EXP 	es_gradcpt_slider: markerPos = None
297.9284 	EXP 	low_anchor_gradcpt: height = 0.05
297.9284 	EXP 	low_anchor_gradcpt: height = 0.05
297.9284 	EXP 	low_anchor_gradcpt: height = 0.05
297.9284 	EXP 	low_anchor_gradcpt: text = 'completely\nnegative'
297.9284 	EXP 	high_anchor_gradcpt: height = 0.05
297.9284 	EXP 	high_anchor_gradcpt: height = 0.05
297.9284 	EXP 	high_anchor_gradcpt: height = 0.05
297.9284 	EXP 	high_anchor_gradcpt: text = 'completely\npositive'
297.9284 	EXP 	es_text_component_gradcpt: autoDraw = True
297.9284 	EXP 	es_gradcpt_slider: autoDraw = True
297.9284 	EXP 	low_anchor_gradcpt: autoDraw = True
297.9284 	EXP 	high_anchor_gradcpt: autoDraw = True
299.8367 	DATA 	Mouse: Left button down, pos=(1100,554)
299.8519 	EXP 	es_gradcpt_slider: markerPos = 0.6296296296296297
299.8686 	EXP 	es_gradcpt_slider: markerPos = 0.6296296296296297
299.8851 	EXP 	es_gradcpt_slider: markerPos = 0.6296296296296297
299.9020 	EXP 	es_gradcpt_slider: markerPos = 0.6296296296296297
299.9182 	EXP 	es_gradcpt_slider: markerPos = 0.6296296296296297
299.9351 	EXP 	es_gradcpt_slider: markerPos = 0.6296296296296297
299.9361 	DATA 	Mouse:  Left button up, pos=(1100,554)
299.9520 	EXP 	es_gradcpt_slider: markerPos = 0.6296296296296297
299.9686 	EXP 	enter_advance_gradcpt: autoDraw = True
300.2369 	DATA 	Keypress: space
301.6541 	EXP 	window1: mouseVisible = False
301.6550 	DATA 	Keypress: return
301.6691 	EXP 	es_text_component_gradcpt: autoDraw = False
301.6691 	EXP 	es_gradcpt_slider: autoDraw = False
301.6691 	EXP 	low_anchor_gradcpt: autoDraw = False
301.6691 	EXP 	high_anchor_gradcpt: autoDraw = False
301.6691 	EXP 	enter_advance_gradcpt: autoDraw = False
301.6691 	EXP 	es_gradcpt_isi_text: autoDraw = True
302.1532 	EXP 	New trial (rep=1, index=0): <Trial 1 (0 in rep 1) data={'thisN': 1, 'thisTrialN': 0, 'thisRepN': 1}>
302.1536 	EXP 	window1: mouseVisible = True
302.1727 	EXP 	es_gradcpt_isi_text: autoDraw = False
302.1727 	EXP 	es_gradcpt_isi_text: autoDraw = False
302.1727 	EXP 	es_text_component_gradcpt: height = 0.05
302.1727 	EXP 	es_text_component_gradcpt: height = 0.05
302.1727 	EXP 	es_text_component_gradcpt: height = 0.05
302.1727 	EXP 	es_text_component_gradcpt: text = 'How difficult was it to disengage from your thoughts?'
302.1727 	EXP 	es_gradcpt_slider: markerPos = None
302.1727 	EXP 	es_gradcpt_slider: markerPos = None
302.1727 	EXP 	low_anchor_gradcpt: height = 0.05
302.1727 	EXP 	low_anchor_gradcpt: height = 0.05
302.1727 	EXP 	low_anchor_gradcpt: height = 0.05
302.1727 	EXP 	low_anchor_gradcpt: text = 'extremely\neasy'
302.1727 	EXP 	high_anchor_gradcpt: height = 0.05
302.1727 	EXP 	high_anchor_gradcpt: height = 0.05
302.1727 	EXP 	high_anchor_gradcpt: height = 0.05
302.1727 	EXP 	high_anchor_gradcpt: text = 'extremely\ndifficult'
